"Menu Item ID","Parent 1","Parent 2","Parent 3","Parent 4","Menu Number","Menu Item Number","Levels","Label","Label","Content"
"a1L36000003OF6J","Producción de la finca.","Beauveria Bassiana.","Hongos.","ALTERNATIVAS DE BIOPREPARADOS.","M-0000000005","MI-0000000453","5","BIOPREPARADOS.","2 - Esterilización del medio de cultivo.","ESTERILIZACIÓN DEL MEDIO DE CULTIVO.
A nivel de finca la esterilización se puede hacer en olla a presión (pitadora) o en ollas corrientes, en Baño de María.

A - Olla a presión.
A la olla se le agrega agua en el fondo a ras de una parrilla o soporte sobre la cual se depositan las botellas, horizontalmente, ligeramente inclinadas y teniendo cuidando que se distribuya el arroz uniformemente y que el tapón de algodón NO se moje. Las botellas se colocan unas sobre otras hasta llenar la olla. La olla se tapa y se coloca en la estufa. Una vez se inicie la evaporación y se levante la válvula completamente, se deja ""pitar"" 15 minutos más en la estufa. Este es el tiempo en el cual el arroz se cocina y queda esterilizado.Luego se debe extraer el vapor de la olla y dejar enfriar.  

B - Olla corriente. 
Para esterilizar el medio de cultivo al ""Baño de María"" la más indicada es una olla alta, con tapa, preferiblemente de gran capacidad para que permita esterilizar un alto número de botellas en un solo proceso. En la olla no hay que colocar sobre-fondo. Las botellas se colocan paradas, juntas y apretadas para evitar que se volteen cuando el agua comience a hervir, o se mojen los tapones y penetre agua de la olla en el medio de cultivo.

Después de colocar las botellas se adiciona agua a la olla y el nivel debe superar el del agua que está dentro de las botellas. Se tapa la olla y se coloca en la estufa. Después que comience a hervir se cuentan 30 minutos, tiempo en el cual se logra que el arroz quede cocinado y esterilizado.

IMPORTANTE.
Si el medio de cultivo, en ambos casos, se deja mayor tiempo que el indicado, se puede quemar o deshidratarse en exceso, lo cual afecta el crecimiento y desarrollo normal del hongo. El proceso de esterilización se puede realizar en la cocina de la finca. En un día de trabajo se pueden esterilizar varios grupos de botellas. 

Luego de realizar la esterilización y si al retirar las botellas aún están calientes, se deben colocar sobre una superficie de madera, cartón o tela, para evitar que se quiebren, como ocurre cuando se  colocan sobre una superficie de baldosa o cemento que esté fría. Las botellas con los medios esterilizados se trasladan al cuarto de siembra, sin remover en ningún caso los tapones, donde deben ser inoculadas en una sola sesión de siembra del hongo. 

CENICAFE"
"a1L36000003OF69","Producción de la finca.","Beauveria Bassiana.","Hongos.","ALTERNATIVAS DE BIOPREPARADOS.","M-0000000005","MI-0000000452","5","BIOPREPARADOS.","1 - Preparación del medio de cultivo.","PREPARACIÓN DEL MEDIO DE CULTIVO.
Para la producción del hongo se usan botellas de vidrio puestas previamente en remojo en una solución de detergente e hipoclorito de sodio ""límpido""a las cuales se les remueven las etiquetas. Las botellas deben ser de boca angosta para disminuirlos riesgos de contaminación y preferiblemente transparentes, para que se facilite la evaluación del crecimiento y desarrollo del hongo, y la observación de posibles agentes contaminantes. Además se requiere el sustrato.

En botellas aplanadas de 375 ml de capacidad se utilizan 50 gramos de arroz de cualquier calidad (sin lavar) y 80 ml de agua corriente. Las botellas se tapan con algodón o gasa. Se debe tener cuidado que los tapones queden bien ajustados a la boca de la botella para evitar que se contamine el medio de cultivo después de esterilizado. El tapón no debe penetrar más allá del cuello dela botella. 

CENICAFE"
"a1L36000003OFCL","Producción de la finca.","Beauveria Bassiana.","Hongos.","ALTERNATIVAS DE BIOPREPARADOS.","M-0000000005","MI-0000000454","5","BIOPREPARADOS.","3 - Siembra del hongo.","SIEMBRA DEL HONGO

Para la multiplicación se debe partir de un cultivo puro del hongo. La siembra consiste en tomar un trozo del cultivo puro y esporulado e introducirlo en las botellas con el medio esterilizado para que el hongo se multiplique. Para ello, se acondiciona un sitio de la casa de la finca donde no hayan corrientes de aire, que se pueda asear fácilmente y que en el momento de la siembra no sea frecuentado por muchas personas, ni animales.Este sitio debe tener una mesa de trabajo en la cual se re unan todos los materiales necesarios para la siembra del hongo como son: el cultivo puro que se va a emplear como inoculo o semilla, mecheros (2 a 4) con el fin de mantener una atmósfera libre de contaminantes, pinzas o alambres con la punta volteada, para realizar la siembra y alcohol antiséptico. Además, un marcador o cinta de enmascarar para marcar las botellas y un cuadro de registro para anotar la producción del hongo.

Las botellas que van a ser utilizadas para multiplicar el hongo deben estar a temperatura menor de 30°C ya que temperaturas mayores matan el hongo que se emplea como semilla o inoculo. Para iniciar la siembra se limpia la superficie de la mesa con alcohol o ""límpido"", se encienden los mecheros, se limpian las pinzas con alcohol y también con éste, se impregna un algodón donde consecutivamente se debe enfriar la pinza durante el proceso de siembra. 

Se toma entonces el cultivo puro con una mano y se retira el tapón con la otra, evitando cogerlo con toda la mano o depositarlo sobre la mesa. La pinza siempre que se vaya a introducir en la botella con el cultivo puro se flamea en la llama del mechero y se enfría con un algodón húmedo en alcohol. Para tomar la porción de hongo esporulado que va a servir de inoculo o semilla, se introduce la pinza, se toma un trozo de arroz esporulado y se retira rápidamente. Todo debe hacerse cerca a la llama del mechero. Se toma la botella que se va a sembrar, se destapa, se introduce el trozo retirado de la otra y se tapa de nuevo. Se repite el proceso para inocularlas otras botellas. 

IMPORTANTE.
La porción de inóculo debe ser de aproximadamente 1cm'. Con una sola porción la botella queda bien inoculada o sembrada y se evita tener que destaparla varias veces, con lo cual se crea un alto riesgo de contaminación.

Con una botella de cultivo puro del hongo se pueden sembrar en promedio unas 100 botellas para multiplicación. Las botellas que se esterilicen deben sembrarse el mismo día y la botella del cultivo puro que se utilice como inoculo o semilla no debe emplearse para hacer siembras en diferentes días, porque al haber sido abierta varias veces tiene una alta probabilidad de contaminación.

Terminado el proceso de siembra, las botellas inoculadas se marcan con un número que indique el lote, la fecha y la identificación de la cepa o aislamiento que se está multiplicando.Se debe registrar la producción del hongo para que el caficultor pueda evaluar los costos y la eficiencia con que está produciendo el hongo. 

CENICAFE"
"a1L36000003OHFZ","Producción de la finca.","Beauveria Bassiana.","Hongos.","ALTERNATIVAS DE BIOPREPARADOS.","M-0000000005","MI-0000000455","5","BIOPREPARADOS.","4 - Maduración del hongo.","MADURACIÓN DEL HONGO.
Las botellas sembradas se colocan en estantes o en un sitio limpio y seguro donde deben permanecer hasta que se observe un cubrimiento total del arroz por un crecimiento blanco. En este momento, el hongo está completamente desarrollado. El desarrollo de los cultivos es favorecido si la temperatura predominante del cuarto de maduración está entre 25 y 30°C. En estas condiciones los cultivos pueden completar su desarrollo en un promedio de doce días. 

El hongo, después de cubrir completamente el medio de cultivo, puede permanecer a temperatura ambiente un promedio de 30 días sin que se vea afectada su calidad (concentración, viabilidad y patogenicidad). Si después de transcurrido este tiempo el hongo no se ha aplicado en el campo, puede ser guardado en la parte baja de una nevera, a 4°C. En estas condiciones puede almacenarse hasta 6 meses sin que se afecte su calidad. 

IMPORTANTE.
Estos cultivos pueden desarrollar coloraciones amarillas o violetas que se deben al metabolismo del hongo y cuya función es inhibir el desarrollo de contaminantes en el medio. Esto no debe confundirse con el crecimiento de otros hongos contaminantes como Penicillium sp.,Aspergillus y Rhizopussp. que producen coloraciones verdes,negras, café y naranja . En ocasiones ,también se pueden presentar contaminaciones por levaduras y bacterias que imparten un aspecto líquido, cremoso y mal olor al medio de cultivo.

La contaminación puede deberse a errores cometidos en la siembra del hongo, a la presencia en el cultivo puro de contaminantes o a que el tapón de las botellas quedó flojo o fue muy manipulado. La contaminación por ácaros se presenta cuando en los estantes donde está madurando el hongo se deposita mucho polvo, o éste no se remueve periódicamente. La mejor forma de prevenir la presencia de ácaros es realizar aseo periódicamente.

Los cultivos con presencia de contaminantes no deben ser utilizados como semilla para producir nuevos cultivos del hongo. Deben descartarse y para hacerlo se vierte hipoclorito de sodio en las botellas con el fin de eliminar los agentes contaminantes. Después de transcurrido un tiempo mínimo de una hora se bota el contenido de la botella. Al destapar las botellas con contaminantes el operario debe colocarse un pañuelo en la nariz para no inhalar las conidias. Los hongos, bacterias y ácaros contaminantes de los medios de cultivo no atacan a las plantas de café. 

Para transportar las botellas con el hongo completamente desarrollado se deben tener unos cuidados mínimos. Si la botella tiene como destino iniciar nuevos cultivos, se debe envolver durante el transporte para que no le caiga polvo sobre el tapón lo cual ocasionaría riesgos de contaminación.En todos los casos, durante el transporte no se deben exponer al sol, ni permanecer en sitios muy calientes como el piso de los vehículos,porque las temperaturas altas son nocivas para el hongo. 

CENICAFE"
"a1L36000003OJOb","Producción de la finca.","Beauveria Bassiana.","Hongos.","ALTERNATIVAS DE BIOPREPARADOS.","M-0000000005","MI-0000000456","5","BIOPREPARADOS.","5 - Cosecha del hongo.","COSECHA DEL HONGO
Para la cosecha del hongo el primer paso consiste en agregarle a cada botella que contiene los 50 g de arroz, 10 ml de un aceite vegetal emulsionable de uso agrícola. La mayoría no tienen ningún efecto adverso sobrela viabilidad de las conidias. En pruebas de viabilidad con aceites se obtuvo una germinación del hongo superior al 80%,.Se busca con el uso de aceites proporcionar una película que proteja la conidia de la radiación solar y permita un mayor tiempo de sobrevivencia en el ambiente. Con una paleta de madera o un palo delgado se revuelve el arroz con el aceite en la botella hasta que se mezclen completamente, luego se adiciona agua y se agita fuertemente para crear una emulsión. 

Todo el contenido de la botella se vierte en un colador, cuya malla no permita el paso del arroz,colocado sobre un balde. El arroz se macera lavándolo con agua, evitando volverlo harina, ya que los pedazos muy finos pasarían a través de la malla y taparían las boquillas de los equipos de aspersión. La cantidad de agua con la cual se debe enjuagar el arroz de la botella es de 1 litro. Los residuos que quedan en el colador se arrojan en la gotera de los árboles de café, en los sitios de la finca donde se presentan mayores poblaciones de broca. 

CENICAFE"
"a1L36000003OJPF","Producción de la finca.","Beauveria Bassiana.","Hongos.","ALTERNATIVAS DE BIOPREPARADOS.","M-0000000005","MI-0000000457","5","BIOPREPARADOS.","6 - Aplicación del hongo en el cafetal.","APLICACIÓN DEL HONGO EN EL CAFETAL
La premezcla obtenida del lavado de la botella se agita vigorosamente y se deposita en una bomba de aspersión. Si se tiene una bomba de 20 litros se toma toda la premezcla (1 litro) y se completa con agua a 20 litros. Si se tiene una de 10 litros se debe usar la mitad de la premezcla (0,5 litros ).

Con la mezcla obtenida de una botella se pueden asperjar 400 árboles de una edad de 4 años en promedio y cada árbol recibe unos 50 cc del bioinsecticida. Si las aplicaciones del hongo se realizan con los equipos previamente calibrados y teniendo en cuenta que la producción por botella es de 3,87 x 1011 conidias, que se suspenden en 20 litros de agua, cada árbol recibe en la aplicación 9,7 x lOS (970 millones) de conidias. Esta alta concentración y su buena calidad (viabilidad y patogenicidad) permiten crear una fuerte presión de inoculo sobre la población de broca.

Se recomienda dirigir las aspersiones del hongo a la parte productiva del árbol, en las horas de la tarde, preferiblemente después de ocultarse el sol, debido a que los rayos ultravioleta tienen acción germicida y matan las conidias. El hongo también se puede aplicar en días nublados. Las aplicaciones en las horas de la tarde garantizan que las conidias permanezcan un largo período en un ambiente de alta humedad, aportada por el rocío durante la noche, lo cual favorece su germinación. Esto no ocurre cuando las aplicaciones se hacen en las horas de la mañana ya que el agua con que se aplica se evapora con las altas temperaturas que pueden presentarse al mediodía, situación que impide la germinación por la falta de humedad y puede causar muerte de las conidias.

El hongo que se coseche se debe aplicar el mismo día. Si se tiene preparada la premezcla y por alguna razón no se puede aplicar, se puede guardar en la nevera a 4°C. En caso contrario, las conidias germinan. Esto mismo pasa si se tiene la mezcla. En caso de preverse la ocurrencia de lluvias después de la aplicación se debe emplear un adherente. 

El hongo NO debe ser aplicado en mezcla con insecticidas, fungicidas o fertilizantes foliares, para evitar que sea afectada la viabilidad de las conidias. El hongo puede ser aplicado en cualquier mes del año que coincida con un ataque de la broca por que en la zona cafetera, así se presenten meses secos, la humedad relativa promedio mensual se mantiene por encima de 70% y siempre se presentan aguaceros que aportan humedad al medio.Con las aplicaciones del hongo en el campo se persiguen dos fines:

1. Establecer el hongo B. bassiana como un factor permanente de mortalidad de la broca. 
Los sitios del cafetal que más favorecen el establecimiento o colonización son las orillas de los ríos o quebradas y debajo de los árboles de sombrío. El agroecosistema del café por ser un cultivo perenne, reúne condiciones apropiadas de microclima debajo de los árboles, favorables para la supervivencia del hongo.

2. Controlar la broca. 
La frecuencia de las aspersiones debe estar determinada por los niveles de infestación de broca. Si después de las evaluaciones realizadas cada 15 días, para establecer el grado de infestación, se obtiene que ésta es mayor del 5% (umbral de daño económico) y que los resultados de las medidas de manejo indiquen que la tendencia de la infestación es creciente, se puede tomarla decisión de hacer una aplicación del hongo. Para las aspersiones también se deben tener en cuenta los ciclos de cosecha en cada zona productora. Cuando el fruto alcanza el estado de semiconsistencia (90 - 120 días después de la floración) se puede hacer una o dos aspersiones con intervalo de 30 días, si se observan a través de las evaluaciones, adultos perforando frutos. 

CENICAFE"
"a1L36000000zvXD","Control del Ojo de Gallo o Gotera.","Ojo de gallo o Gotera.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000224","5","CULTIVO DE CAFÉ.","Control cultural.","Restringir en los germinadores de café, las semillas provenientes de cafetales afectados por ojo de gallo.

Mantener los platos de las plantas de café libre de arvenses y el suelo del cafetal con arvenses nobles. Esta práctica ayuda a eliminar ciertas plantas hospedantes de este patógeno.

Realizar un buen drenaje del suelo para evitar los encharcamientos, y profundizar los drenajes donde el exceso de humedad lo requiera.

Hacer podas o desbajeres en los cafetos, para evitar infecciones en las ramas inferiores que entran en contacto con chapolas, hojarasca y arvenses afectadas por gotera.

Inspeccionar periódicamente los cafetales, y donde aparezca un pequeño foco de infección, remover los órganos afectados de la planta, recolectar y eliminar las hojas afectadas que se encuentran en el suelo, así como las chapolas y las arvenses hospedantes de este hongo.

Realizar una adecuada nutrición de las plantas, ya que la planta con esta buena condición es fuerte y tolera la enfermedad a través del incremento del follaje"
"a1L36000000zvXI","Control del Ojo de Gallo o Gotera.","Ojo de gallo o Gotera.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000225","5","CULTIVO DE CAFÉ.","Control biológico.","Trichoderma spp. y han encontrado que el hongo inhibe la formación de cabecitas y, además, utiliza las ya formadas como sustrato de crecimiento, logrando disminuir el potencial de diseminación del patógeno. Sin embargo, el problema principal de su implementación comercial, radica en el hecho que existen muchos ecotipos diferentes, que logran establecerse en sólo ciertos agroecosistemas."
"a1L36000000zvX8","Control del Ojo de Gallo o Gotera.","Ojo de gallo o Gotera.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000223","5","CULTIVO DE CAFÉ.","Control químico.","Se recomienda la aplicación de los siguientes productos:

-	Hidróxido de calcio
-	Caldo bordelés
-	Oxido cuproso
-	Cyproconazol"
"a1L36000000zv0n","Control de la Mancha de Hierro.","Mancha de Hierro.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000200","5","CULTIVO DE CAFÉ.","Control químico.","Se aconseja aplicar las siguientes productos,  concentraciones, dosis y frecuencias:

Alto 100 SL, 0.5 cc/L 15 días
Alto 100 SL, 0.5 cc/L 30 días
Alto 100 SL, 1.0 cc/L 30 días
Alto 100 SL, 2.0 cc/L 30 días
Bayleton CE 250, 2.0 cc/L 30 días
Benlate PM 50, 1.0 g/L 30 días

(CENICAFE, 1993)"
"a1L36000000zv0i","Control de la Mancha de Hierro.","Mancha de Hierro.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000199","5","CULTIVO DE CAFÉ.","Control cultural.","-	Selección de la semilla
-	Correcta preparación de germinadores
-	Bolsas de buen tamaño (2 Kg.) con mezcla de tierra y materia orgánica
-	Localizar los almácigos bajo cobertizo
-	Aplicación oportuna de fungicida. 

(CENICAFE, 1993)"
"a1L36000000zuza","Tipos de Llagas en Café.","Llagas.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000188","5","CULTIVO DE CAFÉ.","Llaga Macana.",""
"a1L36000000zuzk","Tipos de Llagas en Café.","Llagas.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000190","5","CULTIVO DE CAFÉ.","Llaga Negra.",""
"a1L36000000zv09","Tipos de Llagas en Café.","Llagas.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000193","5","CULTIVO DE CAFÉ.","Llaga Estrellada.",""
"a1L36000000zv1M","Control de la Roya.","Roya.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000207","5","CULTIVO DE CAFÉ.","Control biológico","Existe una gran cantidad de trabajos en la búsqueda de la implementación de productos biológicos dentro del manejo integrado de la roya del cafeto, sin que hasta la fecha se haya contado con éxito en esta implementación. 

(CENICAFE, 2001)"
"a1L36000000zv1C","Control de la Roya.","Roya.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000205","5","CULTIVO DE CAFÉ.","Control químico","El éxito de las aspersiones de fungicidas dependerá del adecuado manejo agronómico del cultivo y de la correcta tecnología de aplicación (calibración, volumen y preparación de las aplicaciones) para lograr una alta efectividad biológica del fungicida y mantener al mínimo los niveles de roya sobre el follaje. 

(CENICAFE, 2001)"
"a1L36000000zv1H","Control de la Roya.","Roya.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000206","5","CULTIVO DE CAFÉ.","Control cultural","La variedad castillo es una planta que permite su utilización exitosa en diversidad de ambientes similares o diferentes a los aquí mencionados, permite su siembra en las diferentes zonas donde la roya del cafeto es un factor limitante a la producción. 

(CENICAFE, 2005)"
"a1L36000000zv5y","Control del Volcamiento.","Volcamiento.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000212","5","CULTIVO DE CAFÉ.","Control cultural.","Se recomienda hacer la práctica de solarización al sustrato, con días de anterioridad a la siembra del germinador para evitar problemas de plagas y enfermedades."
"a1L36000000zv5t","Control del Volcamiento.","Volcamiento.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000211","5","CULTIVO DE CAFÉ.","Control químico.","Se recomienda utilizar los siguientes productos:

-	Iprodione
-	Mertect
-	Carbendazim
-	Clorotalonil"
"a1L36000000zv63","Control del Volcamiento.","Volcamiento.","ENFERMEDADES DEL CAFÉ.","SANIDAD DEL CAFETAL.","M-0000000000","MI-0000000213","5","CULTIVO DE CAFÉ.","Control biológico.","Se recomienda la aplicación o liberación de:

-	Trichoderma (10 G/L)"
